"","cdep","cmun","cindica","nomind","contexto","periodo","edadR","casos","casosh","poblacionh","casosm","poblacionm","casosNA","poblacionNA","tasaNA","rural","urbana","sininfor","desplazados","otros","discapacitados","nodiscapacitados","discapacitadoNA","indigena","negro","palenquero","raizal","ROM","Sinetnica","Sininformación"
"49",5,5093,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2020,"(12 a 17)",6,0,927,6,861,0,0,0,3,3,0,2,4,0,6,0,0,0,0,0,0,6,0
"50",5,5107,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2020,"(01 a 05)",3,0,420,3,419,0,0,0,2,1,0,0,3,0,3,0,0,0,0,0,0,1,2
"51",5,5107,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2020,"(06 a 11)",2,0,534,2,468,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,1,1
"52",5,5107,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2020,"(12 a 17)",5,0,526,5,439,0,0,0,2,3,0,0,5,1,4,0,0,0,0,0,0,5,0
"53",5,5113,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2020,"(12 a 17)",1,0,524,1,526,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
"54",5,5120,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2020,"(06 a 11)",2,0,2247,2,2004,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,2,0
"55",5,5120,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2020,"(12 a 17)",4,0,2090,4,1760,0,0,0,3,1,0,0,4,0,4,0,0,0,0,0,0,3,1
"56",5,5129,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2020,"(01 a 05)",6,0,2301,6,2194,0,0,0,0,6,0,0,6,0,6,0,0,0,0,0,0,6,0
"57",5,5129,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2020,"(06 a 11)",8,2,2852,6,2782,0,0,0,3,5,0,0,8,0,8,0,0,0,0,0,0,8,0
"58",5,5129,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2020,"(12 a 17)",5,0,3217,5,3213,0,0,0,1,4,0,0,5,0,5,0,0,0,0,0,0,5,0
"59",5,5129,121,"Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años","PRESUNTO DELITO SEXUAL",2020,"(18 a 28)",2,0,7706,2,7789,0,0,0,1,1,0,0,2,0,2,0,0,0,0,0,0,2,0
"60",5,5134,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2020,"(06 a 11)",4,0,597,4,523,0,0,0,3,1,0,0,4,0,4,0,0,0,0,0,0,4,0
"61",5,5134,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2020,"(12 a 17)",2,0,620,2,525,0,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,0,2
"62",5,5138,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2020,"(01 a 05)",2,1,627,1,619,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,2,0
"63",5,5138,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2020,"(06 a 11)",3,1,788,2,794,0,0,0,2,0,1,0,3,0,3,0,0,0,0,0,0,3,0
"64",5,5138,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2020,"(12 a 17)",6,2,813,4,819,0,0,0,3,3,0,0,6,0,6,0,0,0,0,0,0,5,1
"65",5,5147,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2020,"(06 a 11)",1,0,3162,1,3046,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
"66",5,5150,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2020,"(06 a 11)",2,1,139,1,127,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,2,0
"67",5,5150,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2020,"(12 a 17)",2,0,165,2,158,0,0,0,1,1,0,0,2,0,2,0,0,0,0,0,0,2,0
"68",5,5154,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2020,"(06 a 11)",9,1,5796,8,5598,0,0,0,2,7,0,0,9,0,9,0,0,0,0,0,0,8,1
"69",5,5154,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2020,"(12 a 17)",9,1,5429,8,5432,0,0,0,3,6,0,0,9,0,9,0,0,0,0,0,0,7,2
"70",5,5154,121,"Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años","PRESUNTO DELITO SEXUAL",2020,"(18 a 28)",5,0,8580,5,9190,0,0,0,1,4,0,0,5,0,5,0,0,0,0,0,0,1,4
"71",5,5172,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2020,"(06 a 11)",5,0,3753,5,3573,0,0,0,2,3,0,0,5,0,5,0,0,2,0,0,0,2,1
"72",5,5172,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2020,"(12 a 17)",1,0,3705,1,3665,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
"73",5,5172,121,"Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años","PRESUNTO DELITO SEXUAL",2020,"(18 a 28)",3,1,5757,2,6171,0,0,0,1,2,0,0,3,2,1,0,0,0,0,0,0,3,0
"74",5,5190,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2020,"(06 a 11)",1,0,423,1,421,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
"75",5,5190,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2020,"(12 a 17)",5,1,436,4,439,0,0,0,0,5,0,0,5,1,4,0,0,0,0,0,0,5,0
"76",5,5101,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2020,"(01 a 05)",2,0,969,2,896,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,2,0
"77",5,5101,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2020,"(06 a 11)",6,0,1273,6,1167,0,0,0,0,6,0,0,6,0,6,0,0,0,0,0,0,4,2
"78",5,5101,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2020,"(12 a 17)",4,0,1324,4,1227,0,0,0,2,2,0,0,4,0,4,0,0,0,0,0,0,4,0
"79",5,5101,121,"Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años","PRESUNTO DELITO SEXUAL",2020,"(18 a 28)",1,0,2214,1,2081,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
"80",5,5197,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2020,"(01 a 05)",1,0,682,1,644,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
"81",5,5197,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2020,"(12 a 17)",1,0,693,1,715,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
"82",5,5209,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2020,"(01 a 05)",4,1,776,3,725,0,0,0,1,3,0,0,4,0,4,0,0,0,0,0,0,4,0
"83",5,5209,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2020,"(06 a 11)",5,4,1057,1,998,0,0,0,3,1,1,0,5,0,5,0,0,0,0,0,0,5,0
"84",5,5209,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2020,"(12 a 17)",5,1,1144,4,1097,0,0,0,2,3,0,0,5,0,5,0,0,0,0,0,0,5,0
"85",5,5209,121,"Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años","PRESUNTO DELITO SEXUAL",2020,"(18 a 28)",1,1,1813,0,1792,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
"86",5,5212,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2020,"(01 a 05)",10,2,2254,8,2169,0,0,0,0,10,0,0,10,0,10,0,0,0,0,0,0,10,0
"87",5,5212,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2020,"(06 a 11)",6,2,2895,4,2747,0,0,0,2,4,0,0,6,0,6,0,0,0,0,0,0,6,0
"88",5,5212,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2020,"(12 a 17)",7,0,3353,7,3221,0,0,0,1,6,0,0,7,0,7,0,0,1,0,0,0,6,0
"89",5,5212,121,"Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años","PRESUNTO DELITO SEXUAL",2020,"(18 a 28)",1,0,7797,1,7609,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
"90",5,5234,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2020,"(01 a 05)",4,1,1607,3,1484,0,0,0,1,3,0,0,4,0,4,0,0,0,0,0,0,4,0
"91",5,5234,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2020,"(06 a 11)",7,2,1698,5,1590,0,0,0,1,6,0,0,7,0,7,0,0,0,0,0,0,7,0
"92",5,5234,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2020,"(12 a 17)",12,4,1418,8,1363,0,0,0,5,7,0,0,12,1,11,0,3,0,0,0,0,8,1
"93",5,5240,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2020,"(06 a 11)",2,1,494,1,482,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,2,0
"94",5,5240,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2020,"(12 a 17)",2,0,570,2,479,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,2,0
"95",5,5250,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2020,"(06 a 11)",1,1,3753,0,3633,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
"96",5,5250,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2020,"(12 a 17)",2,0,3487,2,3322,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,2,0
"97",5,5148,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2020,"(01 a 05)",15,2,2574,13,2448,0,0,0,9,6,0,1,14,0,15,0,0,0,0,0,0,15,0
"98",5,5148,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2020,"(06 a 11)",9,4,2900,5,2837,0,0,0,5,4,0,1,8,0,9,0,0,0,0,0,0,9,0
"99",5,5148,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2020,"(12 a 17)",14,2,2887,12,2898,0,0,0,5,8,1,0,14,0,14,0,0,0,0,0,0,13,1
"100",5,5148,121,"Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años","PRESUNTO DELITO SEXUAL",2020,"(18 a 28)",3,0,6005,3,5912,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,3,0
"101",5,5697,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2020,"(06 a 11)",2,2,1998,0,1896,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,2,0
"102",5,5697,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2020,"(12 a 17)",4,2,1830,2,1802,0,0,0,0,4,0,1,3,1,3,0,0,0,0,0,0,3,1
"103",5,5697,121,"Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años","PRESUNTO DELITO SEXUAL",2020,"(18 a 28)",3,0,3050,3,3321,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,1,2
"104",5,5264,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2020,"(01 a 05)",1,1,458,0,501,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
"105",5,5264,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2020,"(06 a 11)",1,1,554,0,602,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
"106",5,5264,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2020,"(12 a 17)",2,0,581,2,597,0,0,0,1,1,0,0,2,0,2,0,0,0,0,0,0,2,0
"107",5,5264,121,"Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años","PRESUNTO DELITO SEXUAL",2020,"(18 a 28)",2,0,1113,2,1041,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,2,0
"108",5,5266,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2020,"(01 a 05)",4,2,5518,2,5297,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,4,0
