"","cdep","cmun","cindica","nomind","contexto","periodo","edadR","casos","poblacion","tasa","casosh","poblacionh","tasah","casosm","poblacionm","tasam","casosNA","poblacionNA","tasaNA","rural","urbana","sininfor","desplazados","otros","discapacitados","nodiscapacitados","discapacitadoNA","indigena","negro","palenquero","raizal","ROM","Sinetnica","Sininformación","TOTAL"
"11",91,91540,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(12 a 17)",2,1579,126.66244458518,0,809,0,2,770,259.74025974026,0,0,0,0,1,1,0,2,0,2,0,2,0,0,0,0,0,0,2
"12",91,91540,121,"Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años","PRESUNTO DELITO SEXUAL",2022,"(18 a 28)",1,2162,46.2534690101758,0,1152,0,1,1010,99.009900990099,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
"13",91,91669,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(06 a 11)",1,324,308.641975308642,0,160,0,1,164,609.756097560976,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1
"14",5,5002,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(01 a 05)",4,1282,312.01248049922,1,647,154.559505409583,3,635,472.44094488189,0,0,0,1,3,0,0,4,0,4,0,0,0,0,0,0,2,2,4
"15",5,5002,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(06 a 11)",2,1790,111.731843575419,0,939,0,2,851,235.017626321974,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,1,1,2
"16",5,5002,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(12 a 17)",11,1906,577.124868835257,0,1027,0,11,879,1251.4220705347,0,0,0,3,8,0,1,10,0,11,0,0,0,0,0,0,5,6,11
"17",5,5030,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(01 a 05)",3,1974,151.975683890577,2,1007,198.609731876862,1,967,103.412616339193,0,0,0,2,0,1,0,3,0,3,0,0,0,0,0,0,3,0,3
"18",5,5030,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(06 a 11)",9,2487,361.881785283474,1,1260,79.3650793650794,8,1227,651.9967400163,0,0,0,5,4,0,0,9,1,8,0,0,0,0,0,0,7,2,9
"19",5,5030,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(12 a 17)",10,2633,379.794910748196,0,1332,0,10,1301,768.639508070715,0,0,0,3,7,0,0,10,1,9,0,0,0,0,0,0,10,0,10
"20",5,5031,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(01 a 05)",1,2135,46.8384074941452,1,1091,91.6590284142988,0,1044,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
"21",5,5031,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(06 a 11)",3,2863,104.785190359762,0,1457,0,3,1406,213.371266002845,0,0,0,2,1,0,1,2,0,3,0,0,0,0,0,0,2,1,3
"22",5,5031,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(12 a 17)",6,2932,204.638472032742,0,1488,0,6,1444,415.512465373961,0,0,0,0,6,0,0,6,0,6,0,0,0,0,0,0,6,0,6
"23",5,5031,121,"Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años","PRESUNTO DELITO SEXUAL",2022,"(18 a 28)",1,4904,20.3915171288744,0,2478,0,1,2426,41.2201154163232,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
"24",5,5034,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(01 a 05)",5,3085,162.074554294976,1,1616,61.8811881188119,4,1469,272.294077603812,0,0,0,4,1,0,0,5,0,5,0,1,0,0,0,0,4,0,5
"25",5,5034,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(06 a 11)",13,3833,339.15992695017,3,2012,149.105367793241,10,1821,549.148819330038,0,0,0,10,3,0,0,13,0,13,0,0,0,0,0,0,13,0,13
"26",5,5034,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(12 a 17)",11,3906,281.618023553507,0,2039,0,11,1867,589.180503481521,0,0,0,8,2,1,0,11,0,11,0,0,0,0,0,0,11,0,11
"27",5,5034,121,"Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años","PRESUNTO DELITO SEXUAL",2022,"(18 a 28)",1,7922,12.6230749810654,0,4357,0,1,3565,28.0504908835905,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
"28",5,5036,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(01 a 05)",1,395,253.164556962025,0,216,0,1,179,558.659217877095,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1
"29",5,5040,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(01 a 05)",2,1915,104.43864229765,0,947,0,2,968,206.611570247934,0,0,0,1,1,0,0,2,0,2,0,0,0,0,0,0,2,0,2
"30",5,5040,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(06 a 11)",8,2288,349.65034965035,1,1191,83.9630562552477,7,1097,638.103919781222,0,0,0,6,1,1,1,7,0,8,0,0,1,0,0,0,7,0,8
"31",5,5040,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(12 a 17)",10,2136,468.164794007491,1,1133,88.261253309797,9,1003,897.308075772682,0,0,0,4,3,3,0,10,0,10,0,0,0,0,0,0,7,3,10
"32",5,5040,121,"Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años","PRESUNTO DELITO SEXUAL",2022,"(18 a 28)",1,3722,26.8672756582483,0,1962,0,1,1760,56.8181818181818,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
"33",5,5044,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(06 a 11)",1,755,132.450331125828,0,395,0,1,360,277.777777777778,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
"34",5,5044,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(12 a 17)",2,738,271.0027100271,0,383,0,2,355,563.380281690141,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
"35",5,5045,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(01 a 05)",2,11320,17.6678445229682,0,5809,0,2,5511,36.2910542551261,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,2,2
"36",5,5045,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(06 a 11)",14,14282,98.0254866265229,1,7290,13.7174211248285,13,6992,185.926773455378,0,0,0,2,10,2,0,14,0,14,0,0,1,0,0,0,4,9,14
"37",5,5045,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(12 a 17)",24,14029,171.07420343574,1,7047,14.1904356463743,23,6982,329.418504726439,0,0,0,3,21,0,0,24,0,24,0,0,5,0,0,0,4,15,24
"38",5,5045,121,"Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años","PRESUNTO DELITO SEXUAL",2022,"(18 a 28)",5,25843,19.3475989629687,2,12615,15.85414189457,3,13228,22.679165406713,0,0,0,1,4,0,0,5,0,5,0,0,2,0,0,0,0,3,5
"39",5,5051,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(06 a 11)",1,3904,25.6147540983607,0,2047,0,1,1857,53.850296176629,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
"40",5,5051,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(12 a 17)",1,3568,28.0269058295964,0,1923,0,1,1645,60.790273556231,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
"41",5,5059,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(12 a 17)",2,394,507.614213197969,0,200,0,2,194,1030.92783505155,0,0,0,0,2,0,1,1,0,2,0,0,0,0,0,0,2,0,2
"42",5,5079,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(01 a 05)",2,3217,62.1697233447311,1,1601,62.4609618988132,1,1616,61.8811881188119,0,0,0,1,1,0,0,2,0,2,0,0,0,0,0,0,2,0,2
"43",5,5079,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(06 a 11)",7,4160,168.269230769231,0,2111,0,7,2049,341.630063445583,0,0,0,2,4,1,0,7,0,7,0,1,0,0,0,0,6,0,7
"44",5,5079,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(12 a 17)",19,4508,421.472937000887,1,2307,43.3463372345037,18,2201,817.810086324398,0,0,0,7,10,2,0,19,0,19,0,0,0,0,0,0,19,0,19
"45",5,5079,121,"Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años","PRESUNTO DELITO SEXUAL",2022,"(18 a 28)",2,9538,20.9687565527364,0,4862,0,2,4676,42.7715996578272,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
"46",5,5088,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(01 a 05)",33,34277,96.2744697610643,8,17572,45.526974732529,25,16705,149.655791679138,0,0,0,3,25,5,0,33,0,33,0,0,0,0,0,0,32,1,33
"47",5,5088,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(06 a 11)",44,42662,103.136280530683,3,21737,13.8013525325482,41,20925,195.937873357228,0,0,0,2,33,9,0,44,0,44,0,0,0,0,0,0,42,2,44
"48",5,5088,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(12 a 17)",67,45527,147.165418323193,8,22920,34.9040139616056,59,22607,260.981112044942,0,0,0,3,53,11,0,67,0,67,0,0,0,0,0,0,65,2,67
"49",5,5088,121,"Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años","PRESUNTO DELITO SEXUAL",2022,"(18 a 28)",17,111207,15.2868074851403,1,56190,1.77967609894999,16,55017,29.0819201337768,0,0,0,1,13,3,0,17,0,17,0,0,0,0,0,0,17,0,17
"50",5,5086,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(01 a 05)",1,489,204.498977505112,0,243,0,1,246,406.50406504065,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
"51",5,5086,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(06 a 11)",2,664,301.204819277108,0,333,0,2,331,604.229607250755,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,2,0,2
"52",5,5091,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(01 a 05)",2,795,251.572327044025,0,410,0,2,385,519.480519480519,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
"53",5,5091,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(06 a 11)",3,1066,281.425891181989,0,535,0,3,531,564.971751412429,0,0,0,2,1,0,0,3,0,3,0,0,0,0,0,0,3,0,3
"54",5,5091,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(12 a 17)",1,1093,91.4913083257091,0,549,0,1,544,183.823529411765,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
"55",5,5093,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(01 a 05)",3,1352,221.89349112426,2,694,288.184438040346,1,658,151.975683890577,0,0,0,2,1,0,0,3,0,3,0,0,0,0,0,0,3,0,3
"56",5,5093,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(06 a 11)",2,1725,115.942028985507,0,895,0,2,830,240.963855421687,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
"57",5,5093,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(12 a 17)",4,1719,232.693426410704,0,885,0,4,834,479.616306954436,0,0,0,3,1,0,1,3,0,4,0,0,0,0,0,0,4,0,4
"58",5,5093,121,"Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años","PRESUNTO DELITO SEXUAL",2022,"(18 a 28)",1,2772,36.0750360750361,0,1429,0,1,1343,74.4601638123604,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
"59",5,5107,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(06 a 11)",3,1005,298.507462686567,1,534,187.265917602996,2,471,424.628450106157,0,0,0,2,0,1,0,3,0,3,0,0,0,0,0,0,1,2,3
"60",5,5107,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(12 a 17)",1,940,106.382978723404,0,508,0,1,432,231.481481481481,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
"61",5,5113,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(12 a 17)",1,1001,99.9000999000999,0,496,0,1,505,198.019801980198,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
"62",5,5120,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(06 a 11)",1,4164,24.0153698366955,0,2212,0,1,1952,51.2295081967213,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
"63",5,5120,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(12 a 17)",2,3669,54.5107658762606,0,1993,0,2,1676,119.331742243437,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
"64",5,5120,121,"Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años","PRESUNTO DELITO SEXUAL",2022,"(18 a 28)",2,5124,39.032006245121,1,2654,37.6789751318764,1,2470,40.4858299595142,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,2,0,2
"65",5,5129,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(01 a 05)",13,4338,299.677270631627,4,2204,181.488203266788,9,2134,421.74320524836,0,0,0,1,8,4,0,13,0,13,0,0,0,0,0,0,12,1,13
"66",5,5129,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(06 a 11)",10,5573,179.436569172797,1,2809,35.5998576005696,9,2764,325.61505065123,0,0,0,5,2,3,0,10,0,10,0,0,0,0,0,0,10,0,10
"67",5,5129,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(12 a 17)",18,6180,291.26213592233,1,3079,32.478077297824,17,3101,548.21025475653,0,0,0,8,9,1,0,18,0,18,0,0,1,0,0,0,17,0,18
"68",5,5129,121,"Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años","PRESUNTO DELITO SEXUAL",2022,"(18 a 28)",2,15247,13.1173345576179,0,7545,0,2,7702,25.9672812256557,0,0,0,1,1,0,0,2,0,2,0,0,0,0,0,0,2,0,2
"69",5,5134,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(01 a 05)",1,820,121.951219512195,0,407,0,1,413,242.130750605327,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
"70",5,5134,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(06 a 11)",4,1115,358.744394618834,0,596,0,4,519,770.712909441233,0,0,0,4,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4
"71",5,5134,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(12 a 17)",3,1107,271.0027100271,1,596,167.785234899329,2,511,391.389432485323,0,0,0,2,1,0,0,3,0,3,0,0,0,0,0,0,3,0,3
"72",5,5138,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(01 a 05)",3,1233,243.30900243309,1,618,161.812297734628,2,615,325.20325203252,0,0,0,0,2,1,1,2,0,3,0,0,1,0,0,0,2,0,3
"73",5,5138,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(06 a 11)",5,1584,315.656565656566,1,784,127.551020408163,4,800,500,0,0,0,3,2,0,0,5,0,5,0,0,0,0,0,0,4,1,5
"74",5,5138,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(12 a 17)",5,1578,316.856780735108,0,779,0,5,799,625.782227784731,0,0,0,2,3,0,2,3,0,5,0,0,0,0,0,0,4,1,5
"75",5,5145,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(06 a 11)",1,379,263.852242744063,0,193,0,1,186,537.634408602151,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
"76",5,5147,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(01 a 05)",1,4834,20.6868018204386,0,2476,0,1,2358,42.4088210347752,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1
"77",5,5147,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(06 a 11)",4,6142,65.1253663301856,0,3122,0,4,3020,132.450331125828,0,0,0,1,3,0,0,4,0,4,0,0,2,0,0,0,1,1,4
"78",5,5147,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(12 a 17)",8,6081,131.557309653018,1,3113,32.123353678124,7,2968,235.849056603774,0,0,0,4,3,1,0,8,0,8,0,0,0,0,0,0,6,2,8
"79",5,5147,121,"Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años","PRESUNTO DELITO SEXUAL",2022,"(18 a 28)",1,10314,9.69555943377933,0,5227,0,1,5087,19.657951641439,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
"80",5,5150,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(12 a 17)",2,323,619.195046439629,0,163,0,2,160,1250,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,2,0,2
"81",5,5154,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(01 a 05)",8,9305,85.9752821063944,2,4768,41.9463087248322,6,4537,132.245977518184,0,0,0,4,2,2,0,8,0,8,0,0,0,0,0,0,7,1,8
"82",5,5154,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(06 a 11)",16,11369,140.733573753188,3,5791,51.8045242617855,13,5578,233.058443886698,0,0,0,3,10,3,0,16,1,15,0,0,0,0,0,0,14,2,16
"83",5,5154,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(12 a 17)",25,10558,236.787270316348,1,5286,18.9178963299281,24,5272,455.235204855842,0,0,0,4,17,4,1,24,0,25,0,0,1,0,0,0,19,5,25
"84",5,5154,121,"Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años","PRESUNTO DELITO SEXUAL",2022,"(18 a 28)",10,17524,57.0645971239443,2,8470,23.6127508854782,8,9054,88.3587364700685,0,0,0,2,7,1,0,10,1,9,0,1,0,0,0,0,7,2,10
"85",5,5172,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(01 a 05)",3,5744,52.2284122562674,1,2957,33.8180588434224,2,2787,71.7617509867241,0,0,0,1,2,0,0,3,0,3,0,0,0,0,0,0,3,0,3
"86",5,5172,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(06 a 11)",3,7410,40.4858299595142,1,3780,26.4550264550265,2,3630,55.0964187327824,0,0,0,1,2,0,0,3,0,3,0,0,0,0,0,0,2,1,3
"87",5,5172,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(12 a 17)",17,7262,234.095290553566,2,3635,55.0206327372765,15,3627,413.564929693962,0,0,0,3,14,0,0,17,1,16,0,0,1,0,0,0,10,6,17
"88",5,5172,121,"Tasa de exámenes médico legales por presunto delito sexual cuando la víctima está entre 18 y 28 años","PRESUNTO DELITO SEXUAL",2022,"(18 a 28)",1,11955,8.36470096194061,0,5742,0,1,6213,16.095284081764,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
"89",5,5190,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(01 a 05)",2,638,313.479623824451,0,322,0,2,316,632.911392405063,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,1,1,2
"90",5,5190,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(06 a 11)",1,859,116.414435389988,0,428,0,1,431,232.018561484919,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
"91",5,5190,81,"Tasa de exámenes médico legales por presunto delito sexual contra niños, niñas y adolescentes","PRESUNTO DELITO SEXUAL",2022,"(12 a 17)",7,865,809.248554913295,1,427,234.192037470726,6,438,1369.86301369863,0,0,0,3,4,0,0,7,0,7,0,0,0,0,0,0,4,3,7
